,Cand,party,num,cand_status
384,Турдалиев Айбек Чыныбекович,Ордо,2.0,False
385,Сыдыкова Гулбара Бектургановна,Ынтымак,48.0,True
386,Крашенинникова Алена Юрьевна,Ынтымак,49.0,True
387,Карыбекова Чолпон Абдыкалыковна,Ынтымак,50.0,True
388,Энназаров Мирлан Арзыкулович,Ынтымак,51.0,True
389,Исаева Вероника Владимировна,Ынтымак,52.0,True
390,Жантемиров Самат Белекович,Ордо,18.0,True
391,Годунова Елена Владимировна,Ынтымак,53.0,True
392,Джапаров Кубан Болотбекович,Улуттар биримдиги,17.0,True
393,Абдырахманов Жаныбек Азаматович,Улуттар биримдиги,51.0,True
394,Абдибапов Абдилла Исмайылович,Ата-Журт Кыргызстан,49.0,True
395,Насыралиев Русланбек Осмонбекович,Ынтымак,54.0,True
396,Ибраимов Максатбек Тургунбекович,Ата-Журт Кыргызстан,50.0,True
397,Базаров Алмазбек Бакирович,Ордо,27.0,True
398,Пак Елена Владимировна,Ата-Журт Кыргызстан,51.0,True
399,Жунушбаева Рахат Мырзабековна,Ынтымак,32.0,True
400,Байсабаева Мээрим Байтурсуновна,Ордо,37.0,True
401,Замирбекова Айканыш Замирбековна,Ата-Журт Кыргызстан,52.0,True
402,Бекмырзаев Арсен Сарыбашевич,Жашылдар Партиясы,13.0,True
403,Оморов Асыкбек Мамбетакунович,Ордо,9.0,True
404,Темирканов Элназар Темирканович,Жашылдар Партиясы,3.0,True
405,Шаршембаева Джамиля Бакытовна,Ордо,12.0,True
406,Келдибеков Ахматбек Келдибекович,Азаттык,15.0,True
407,Марипова Адинай Мариповна,Ынтымак,20.0,True
408,Дуйшембиев Улан Жолдошбекович,Ынтымак,45.0,True
409,Абдрахманов Октябрь Борисович,Ынтымак,46.0,True
410,Жамишбаева Мадина Жолдосбековна,Ата-Журт Кыргызстан,53.0,True
411,Мамытов Мирлан Рысбекович,Ордо,34.0,True
412,Макеев Керимберди Жакыпович,Ата-Журт Кыргызстан,54.0,True
413,Кожогулов Нурдан Мусаевич,Ордо,46.0,True
414,Самаков Мирбек Нурдинович,Ордо,43.0,True
415,Раимбачаева Винера Калыбековна,Ыйман Нуру,28.0,True
416,Абдырахманова Аида Мусуркановна,Ыйман Нуру,29.0,True
417,Нурлан уулу Элдияр,Ордо,39.0,True
418,Маахунов Лугмар Ихияевич,Ыйман Нуру,30.0,True
419,Омурзаков Камчыбек Омурзакович,Ордо,15.0,False
420,Бурханов Асатилло Абдиевич,Ишеним,34.0,True
421,Караш Сато Насер,Ыйман Нуру,31.0,True
422,Крылова Дарья Николаевна,Ыйман Нуру,32.0,True
423,Рыскелдиев Нурлан Суйундукович,Ордо,3.0,True
424,Астаров Данияр Бектурович,Күчтүү регион,2.0,True
425,Ибраев Бакыт Рыскелдиевич,Мекенчил Эл,1.0,True
426,Абакир уулу Эрлан,Күчтүү регион,12.0,True
427,Сагынбеков Бексултан Муратбекович,Ордо,26.0,True
428,Абдыкеримов Урматбек Амантурович,Ыйман Нуру,33.0,True
429,Асакеева Бурул,Күчтүү регион,3.0,True
430,Сардарбекова Айнура Ержановна,Ыйман Нуру,34.0,True
431,Кошоев Ахунбай,Мекенчил Эл,3.0,True
432,Турсуналиев Бактыбек Жумаканович,Күчтүү регион,4.0,True
433,Угрюмова Наталья Александровна,Ата-Журт Кыргызстан,46.0,True
434,Джумагазиева Нуржан Курманбековна,Мекенчил Эл,8.0,True
435,Мамбетакунов Аманбек Садыбакасович,Күчтүү регион,27.0,True
436,Тиллебаев Маматкадыр Сабирович,Мекенчил Эл,5.0,True
437,Төлөбеков Өмүрзак Джолдошович,Мекенчил Эл,2.0,True
438,Мыктыбек Адилет Али,Жашылдар Партиясы,8.0,False
439,Молдоисаев Нарынбек Советович,Мекенчил Эл,6.0,True
440,Отунчиев Урматбек Шайлообекович,Күчтүү регион,11.0,True
441,Чоткараев Абил Алияскарович,Жашылдар Партиясы,19.0,True
442,Бейшекеев Калыгул Талантбекович,Ыйман Нуру,35.0,True
443,Мамырова Асипа Абдылдаевна,Ыйман Нуру,36.0,False
444,Ыбыкеев Таалайбек Мырзабекович,Ыйман Нуру,37.0,True
445,Жумабаева Мунира Ашимовна,Ыйман Нуру,38.0,True
446,Исмаилов Айбек Улугбекович,Ыйман Нуру,39.0,True
447,Джунусов Ибрагим Коджоназарович,Азаттык,3.0,True
448,Орозматова Чолпон Шараповна,Ыйман Нуру,40.0,True
449,Нышанов Сайдулла Канболотович,Альянс,50.0,True
450,Ташанов Русланбек Максытович,Ыйман Нуру,41.0,True
451,Кайыпов Замирбек Саякбаевич,Ыйман Нуру,42.0,True
452,Каримова Наргиза Анваровна,Альянс,51.0,True
453,Акматов Темирлан Рысбаевич,Ыйман Нуру,43.0,True
454,Юбуза Зульфия Ламзаровна,Ыйман Нуру,44.0,True
455,Алимжанов Фарходбек Айбекович,Альянс,6.0,True
456,Жамангулов Жоомарт Кубанбекович,Ыйман Нуру,45.0,True
457,Шакиров Каныбек Кадырович,Ыйман Нуру,46.0,True
458,Абдиев Илимбек Атантаевич,Ыйман Нуру,47.0,True
459,Махмутова Алтынай Фанисовна,Ыйман Нуру,48.0,True
460,Бекова Алмакан,Аруузат-Эл Куту,1.0,True
461,Сагынбаев Жолдубай Борүбаевич,Ыйман Нуру,50.0,True
462,Махмудова Наргиза Абдилазизовна,Аруузат-Эл Куту,2.0,True
463,Байтаев Акылбек Аттакурович,Ыйман Нуру,51.0,True
464,Бейшеева Нарина Доктурбековна,Ыйман Нуру,52.0,True
465,Токтогазиев Темирбек Шукурбекович,Аруузат-Эл Куту,4.0,True
466,Окумалиев Расул Эркинбекович,Ыйман Нуру,54.0,True
467,Орозматова Азиза Шараповна,Ыйман Нуру,24.0,True
468,Сальпиева Нургуль Шаршенбековна,Аруузат-Эл Куту,5.0,True
469,Эралиев Данияр Айткулович,Ыйман Нуру,10.0,True
470,Айжигитов Султанбай Абдрашитович,Ыйман Нуру,5.0,True
471,Эрматов Байсалбек Эрдоолатович,Ыйман Нуру,49.0,True
472,Омурзакова Турсунай,Аруузат-Эл Куту,6.0,True
473,Тажибаева Айлархан Юлдашевна,Аруузат-Эл Куту,7.0,True
474,Эрмекбаев Шамырбек Бегинбаевич,Аруузат-Эл Куту,8.0,True
475,Турсуниязова Дамира Азизбековна,Аруузат-Эл Куту,10.0,True
476,Рамазанова Эсения Арстанбековна,Аруузат-Эл Куту,11.0,True
477,Молдакматов Асылбек Болотбекович,Аруузат-Эл Куту,12.0,True
478,Өмүрбай кызы Чолпон,Аруузат-Эл Куту,13.0,True
479,Исмаилова Жыргал Кусейиновна,Аруузат-Эл Куту,14.0,False
480,Жунусбаева Минура Балтабаевна,Аруузат-Эл Куту,15.0,True
481,Жолдошбеков Эльдар Жолдошбекович,Аруузат-Эл Куту,16.0,True
482,Дүйшөналиева Фатима Жумабековна,Аруузат-Эл Куту,17.0,True
483,Чотонова Гүлсина Баймырзаевна,Аруузат-Эл Куту,19.0,True
484,Мамедов Нусрет Муса-Оглы,Аруузат-Эл Куту,20.0,True
485,Жумалиева Ырыскан Дүйшөналиевна,Аруузат-Эл Куту,21.0,True
486,Молдосанова Алымжан Сулаймановна,Аруузат-Эл Куту,22.0,False
487,Карымшакова Сырга Жолдошбековна,Аруузат-Эл Куту,23.0,True
488,Булашов Валерий Дмитриевич,Аруузат-Эл Куту,24.0,True
489,Байжигитова Гүлжамал Байышбековна,Аруузат-Эл Куту,25.0,True
490,Борубаева Динара Туратовна,Аруузат-Эл Куту,26.0,True
491,Текенова Назгуль Кубатбековна,Аруузат-Эл Куту,27.0,True
492,Мамалжанов Аскар Акынбекович,Аруузат-Эл Куту,28.0,True
493,Зикирова Нуржамал Сагинбаевна,Аруузат-Эл Куту,29.0,True
494,Эркебекова Буалма Жээнбековна,Аруузат-Эл Куту,30.0,True
495,Жороева Венера Таевна,Аруузат-Эл Куту,31.0,True
496,Жунусбаева Патила Балтабаевна,Аруузат-Эл Куту,33.0,True
497,Омуракунова Кыял Жумабековна,Аруузат-Эл Куту,34.0,True
498,Боогачиева Сүйүмкан Базарбековна,Аруузат-Эл Куту,35.0,True
499,Жунусбаев Динисбек Балтабаевич,Аруузат-Эл Куту,36.0,True
500,Супаканова Айсалкын Алмазбековна,Аруузат-Эл Куту,37.0,True
501,Джусупбекова Гульнара Жангазиевна,Аруузат-Эл Куту,38.0,True
502,Жумаев Эсен Аринович,Аруузат-Эл Куту,40.0,False
503,Жаанбаева Алтын Зайнадиновна,Аруузат-Эл Куту,41.0,True
504,Калдарова Айгерим Жолдошбековна,Аруузат-Эл Куту,42.0,True
505,Апылаева Гулифа Кожоевна,Аруузат-Эл Куту,43.0,True
506,Долатбек уулу Сабырбек,Аруузат-Эл Куту,44.0,True
507,Жумаев Тургунбек Нуркамилович,Аруузат-Эл Куту,48.0,True
508,Насиров Таалайбек Калдыбаевич,Аруузат-Эл Куту,49.0,True
509,Мураталиев Акылбек Кыдырович,Аруузат-Эл Куту,54.0,False
510,Баратов Барпыбай Арзыбаевич,Аруузат-Эл Куту,51.0,True
511,Солпуев Эгемберди Жолдошевич,Аруузат-Эл Куту,52.0,True
512,Бердалиев Бакир Калимович,Ордо,17.0,True
513,Алимжанова Нилуфар Якубжановна,Альянс,32.0,True
514,Молдобекова Гулкан Сакиновна,Альянс,28.0,True
515,Яремчук Наталья Дмитриевна,Альянс,53.0,True
516,Омуракунова Айжан Намазбековна,Ордо,51.0,True
517,Койчуманова Чинара Джолдошбековна,Ордо,41.0,True
518,Зикиров Советбек Абдилажанович,Аруузат-Эл Куту,39.0,True
519,Сапарбаев Эрлан Турдакунович,Альянс,46.0,True
520,Ажимаматов Азамат Жанибекович,Альянс,29.0,True
521,Шакирова Сохиба Азамджановна,Азаттык,42.0,True
522,Осмонов Евраз Арысланбекович,Альянс,17.0,True
523,Сушанло Муслим Рахимович,Ордо,23.0,True
524,Тынысова Чынар Аалкановна,Альянс,20.0,True
525,Савицкий Александр Васильевич,Күчтүү регион,1.0,True
526,Абакиров Эльдар Курманбекович,Альянс,7.0,True
527,Мамбетакунов Сталбек Советович,Күчтүү регион,7.0,True
528,Самигуллина Альфия Эльдаровна,Социал-демократтар,35.0,True
529,Исаков Толкунбек Маматович,Альянс,25.0,True
530,Коёналиев Жоошбек Кармышович,Социал-демократтар,11.0,True
531,Абдуллажанов Султанбек Мухтарович,Социал-демократтар,5.0,True
532,Айдаров Оросбек Бактыкеевич,Альянс,45.0,True
533,Тургунбаев Замирбек Жолболдуевич,Социал-демократтар,26.0,True
534,Айдарбеков Чингиз Азаматович,Альянс,3.0,True
535,Кадырбеков Ишенбай Дюшенбиевич,Социал-демократтар,3.0,True
536,Мамбетова Масудахан Жакыповна,Социал-демократтар,31.0,True
537,Иманалиева Каныкей Жекшенкуловна,Мекенчил Эл,40.0,True
538,Ибраев Сыргак Аскарбекович,Социал-демократтар,23.0,True
539,Акжолова Мейманбу Жолдошевна,Мекенчил Эл,50.0,True
540,Уркунбаев Нургазы Эркинбекович,Аруузат-Эл Куту,47.0,False
541,Карымов Айбек Усенович,Мекенчил Эл,13.0,True
542,Момуналиев Талгарбек,Мекенчил Эл,37.0,True
543,Исаев Кубатбек Жусупалиевич,Социал-демократтар,37.0,True
544,Рысбаев Талантбек Казыбаевич,Мекенчил Эл,15.0,True
545,Халдарова Динара Абдумухтаровна,Азаттык,8.0,True
546,Ташбулатов Полотбек Нурматович,Мекенчил Эл,19.0,True
547,Курманбаев Алимбек Мамбетович,Жашылдар Партиясы,42.0,True
548,Абакиров Женишбек Оморович,Мекенчил Эл,25.0,True
549,Айнакулов Мухтарбек Айнакулович,Социал-демократтар,17.0,True
550,Малтаева Кундус Бейшеновна,Социал-демократтар,27.0,True
551,Маткулов Майрамбек Аязбекович,Мекенчил Эл,27.0,True
552,Абдуллаева Манзура Закировна,Азаттык,48.0,True
553,Сагынбек уулу Кубан,Ордо,38.0,True
554,Ороке уулу Ырысбек,Мекенчил Эл,10.0,True
555,Тобокел кызы Каухар,Жашылдар Партиясы,27.0,True
556,Мияров Мирбек Ибаратович,Ордо,1.0,True
557,Кодуранова Асель Союзбековна,Социал-демократтар,6.0,True
558,Ашырбаева Нуризат Карыбековна,Мекенчил Эл,16.0,True
559,Асаналиева Гүлжамал Акматовна,Мекенчил Эл,46.0,True
560,Алмаз уулу Аскар,Эл Үмүтү,54.0,True
561,Асанбаев Халиф Намазбекович,Ордо,6.0,True
562,Зайцева Альбина Ивановна,Альянс,52.0,True
563,Букуев Медетбек Омошевич,Альянс,54.0,True
564,Момбеков Рыскелди Чыныбекович,Социал-демократтар,2.0,True
565,Намазбеков Абдыкерим Жусупович,Мекенчил Эл,21.0,True
566,Торокулов Дүйшөн Гуламкадырович,Альянс,18.0,True
567,Рустамов Абдыкалык Алибекович,Социал-демократтар,28.0,True
568,Ибрагимов Болот Адылбекович,Эл Үмүтү,1.0,True
569,Сакматова Имараткан Боругуловна,Мекенчил Эл,24.0,False
570,Жунусов Адилбек Жаныбекович,Мекенчил Эл,41.0,True
571,Кожобеков Жолдошбек Асанович,Альянс,10.0,True
572,Сагынаев Болот Турусбекович,Эл Үмүтү,3.0,True
573,Жаанбаева Гульмира Боороновна,Мекенчил Эл,4.0,True
574,Акаев Жанарбек Кубанычович,Альянс,2.0,True
575,Бейшебеков Анарбек Кеңешович,Мекенчил Эл,30.0,True
576,Ырысбек кызы Канышай,Эл Үмүтү,4.0,True
577,Кокумов Жоомарт Жамалбекович,Мекенчил Эл,23.0,True
578,Ткаченко Вера Сергеевна,Ордо,54.0,True
579,Исманов Абдиалим Абдукайымович,Альянс,31.0,True
580,Давлянов Дамирбек Тайырбекович,Эл Үмүтү,5.0,True
581,Иматали уулу Келдибек,Мекенчил Эл,17.0,True
582,Акбарова Кыйматхон Акрамжон Кизи,Мекенчил Эл,32.0,False
583,Николаев Вячеслав Сергеевич,Эл Үмүтү,6.0,True
584,Ташматов Алибек Айтбекович,Эл Үмүтү,7.0,True
585,Асанбеков Ырысбек Бактыбекович,Мекенчил Эл,22.0,True
586,Нурдинов Бейшеналы,Социал-демократтар,7.0,True
587,Кудайбергенов Кубанычбек Молдокматович,Альянс,39.0,True
588,Ашырматова Бактыгүл Тилековна,Эл Үмүтү,8.0,True
589,Боромбаев Бакыт Омурканович,Мекенчил Эл,29.0,True
590,Нурдинов Байгелди Илиязович,Альянс,34.0,True
591,Бекназаров Руслан Азимбекович,Азаттык,5.0,True
592,Бебезова Зухра Юрьевна,Альянс,24.0,True
593,Кислов Денис Сергеевич,Мекенчил Эл,14.0,True
594,Тиллаев Таабалды Гапырович,Альянс,14.0,True
595,Жайылмышов Дулатбек Алымович,Мекенчил Эл,11.0,True
596,Үсөнбаев Самат Арзыматович,Мекенчил Эл,9.0,True
597,Сабиров Шерзод Давранович,Эл Үмүтү,9.0,True
598,Сейдахматов Талантбек Кайриллаевич,Мекенчил Эл,45.0,True
599,Джаналиева Юлия Сергеевна,Альянс,12.0,True
600,Карыбек уулу Улукбек,Эл Үмүтү,2.0,True
601,Курманова Тамара Аблабековна,Ордо,16.0,True
602,Өмүракунов Жанарбек Намазбекович,Ордо,10.0,True
603,Мадеминов Мурадыл Ганыевич,Социал-демократтар,8.0,True
604,Мамыров Акылбек Абдикаримович,Альянс,22.0,True
605,Байбулатов Эльдар Муратбекович,Эл Үмүтү,10.0,True
606,Сайбиева Нуржамал Жолчуевна,Альянс,47.0,True
607,Качибеков Кушубек Исанович,Мекенчил Эл,39.0,True
608,Орозова Карамат Бабашевна,Социал-демократтар,10.0,True
609,Исакова Анаргүл Исраиловна,Эл Үмүтү,12.0,True
610,Асаналиев Адилет Талантбекович,Ордо,11.0,True
611,Мамашова Айсулуу Турусбековна,Альянс,8.0,True
612,Абдыкеримов Тариэль Арланович,Эл Үмүтү,11.0,True
613,Кермалиев Таалайбек Женишович,Социал-демократтар,25.0,True
614,Сарбагыш уулу Төлөгөн,Альянс,26.0,True
615,Кубанов Нурсултан Кубанович,Эл Үмүтү,13.0,True
616,Искаков Эртай Дуйшобекович,Эл Үмүтү,14.0,True
617,Капарова Чынара Абдылдаевна,Альянс,16.0,True
618,Осмоналиев Каныбек Муктарканович,Ордо,7.0,True
619,Жеенчороев Мирлан Канатбекович,Альянс,1.0,True
620,Тарасова Ирина Викторовна,Эл Үмүтү,20.0,True
621,Токтобеков Азат Өмүрбекович,Ордо,13.0,True
622,Каипов Ильясбек Замирович,Эл Үмүтү,17.0,True
623,Байгазиева Айсулу Ашировна,Мекенчил Эл,36.0,True
624,Шаякматов Ниязбек Дүйшөнбекович,Эл Үмүтү,18.0,True
625,Акматов Уларбек Алмасканович,Ордо,22.0,True
626,Калчаев Наристе Догдуркулович,Эл Үмүтү,19.0,True
627,Бекчороева Лира Джакыпбековна,Социал-демократтар,43.0,True
628,Мелолю Тимур Губеевич,Ордо,44.0,True
629,Досалиева Айдай Баялиевна,Эл Үмүтү,16.0,True
630,Ибрагимов Ниматулла Курбанович,Мекенчил Эл,34.0,True
631,Жекшенов Талант Табылбекович,Эл Үмүтү,21.0,True
632,Темиркулов Таалай Орунбекович,Социал-демократтар,21.0,True
633,Борбукеева Рита Нурмаметовна,Социал-демократтар,20.0,True
634,Бердибаев Улан Тилекович,Эл Үмүтү,15.0,True
635,Парпуваев Алмазбек Парпуваевич,Эл Үмүтү,22.0,True
636,Курманалиев Каныбек Мелисович,Эл Үмүтү,23.0,True
637,Джаилова Асель Джумабековна,Эл Үмүтү,24.0,True
638,Батырканов Бекзат Каимович,Эл Үмүтү,25.0,True
639,Болтуруков Данияр Омурбекович,Эл Үмүтү,26.0,True
640,Алмамбетов Динмухамед Ишенбекович,Эл Үмүтү,27.0,True
641,Халибеков Ших-Сефи Халибекович,Мекенчил Эл,35.0,True
642,Акатова Айзада Канатовна,Ордо,4.0,True
643,Казакбай кызы Айжан,Мекенчил Эл,20.0,True
644,Коеналиев Алтынбек Башибекович,Мекенчил Эл,42.0,True
645,Ахмедова Жибек Ахмедовна,Альянс,48.0,True
646,Калмаматов Бактыбек Орозалиевич,Азаттык,7.0,True
647,Акимов Нурланбек Куванычбекович,Альянс,30.0,True
648,Иманбекова Айнура Касымкуловна,Альянс,40.0,True
649,Кошматов Бекболот Кошматович,Альянс,43.0,True
650,Намазалиев Алтынбек Абдисаламович,Азаттык,9.0,True
651,Арзиев Эсенбек Маматкаримович,Альянс,27.0,True
652,Исамамбетов Кылычбек Байышович,Азаттык,10.0,True
653,Уракунова Жылдыз Имангазиевна,Альянс,44.0,True
654,Джетыбаев Нуртазин Алымкулович,Альянс,41.0,True
655,Мамбетова Майрамхан Жалаловна,Азаттык,20.0,True
656,Сулайманов Максатбек Жолдошбекович,Альянс,9.0,True
657,Абдыраева Алтынай Омурбаевна,Альянс,36.0,True
658,Жамгырчиев Эмил Эрикович,Альянс,15.0,True
659,Умаров Русланбек Камилович,Азаттык,32.0,True
660,Асанбекова Айымкүл Талгатбековна,Мекенчил Эл,47.0,True
661,Мурашев Нурбек Мурпазылжанович,Альянс,11.0,True
662,Ким Андрей Ильич,Альянс,33.0,True
663,Колеватов Сергей Михайлович,Мекенчил Эл,26.0,True
664,Исираилов Азамат Алмазбекович,Альянс,42.0,True
665,Намасалиев Юруслан Бейшенкулович,Ордо,21.0,True
666,Эсеналиев Белек Төлөбекович,Багыт,1.0,True
667,Сакиева Зина Аманбаевна,Альянс,49.0,True
668,Жеңиш кызы Элвира,Ордо,33.0,True
669,Асанов Самаган Алитороевич,Багыт,2.0,True
670,Отунчиев Самат Ооматбекович,Багыт,3.0,True
671,Нажмидинов Дилшод Гуломжонович,Альянс,37.0,True
672,Абдыллаева Гулнара Оморовна,Ордо,20.0,True
673,Зимин Игорь Викторович,Ордо,14.0,True
674,Окенова Ырыскүл Океновна,Багыт,4.0,True
675,Жапаров Калыбек Арзибекович,Багыт,5.0,True
676,Ибраев Мирлан Маратович,Багыт,6.0,True
677,Дилдебек уулу Азизбек,Ордо,50.0,True
678,Чыдынов Космосбек Маматжанович,Альянс,35.0,True
679,Нургазы уулу Улан,Багыт,7.0,True
680,Мурзакматов Кубанычбек Абылович,Ордо,36.0,True
681,Сулайманов Алтынбек Турдубаевич,Альянс,5.0,True
682,Карабаева Айсалкын Райевна,Багыт,8.0,True
683,Нурбаев Абдывахап Мамадрасулович,Альянс,13.0,True
684,Тыныбеков Тагайбек Капарбекович,Багыт,10.0,True
685,Кыязов Эрнс Абибиллаевич,Альянс,19.0,True
686,Акматова Гульмира Нуркуловна,Багыт,11.0,True
687,Исакова Мавлюда Шадымановна,Багыт,12.0,True
688,Матазимов Маратбек Матазимович,Альянс,21.0,True
689,Качкынбаев Сейтек Садырбекович,Альянс,23.0,True
690,Арстанбек Мыктыбек,Азаттык,17.0,True
691,Шут Александр Сергеевич,Багыт,13.0,False
692,Мутешева Елена Александровна,Ордо,24.0,True
693,Анорбоева Нафосат Ибрахимхалиловна,Альянс,38.0,True
694,Омурзаков Таласбек Кимсанович,Азаттык,49.0,True
695,Пирманов Бегалидин Рахманкулович,Азаттык,35.0,True
696,Шерниязов Абылкасым Эсентаевич,Азаттык,19.0,True
697,Нурбаев Толонбай Камалдинович,Азаттык,22.0,True
698,Шерматов Тынчтык Инадиллаевич,Азаттык,38.0,True
699,Раимбеков Алмаз Болотбекович,Азаттык,39.0,True
700,Абдырахман уулу Шайырбек,Азаттык,28.0,True
701,Сизганова Виктория Александровна,Азаттык,33.0,True
702,Ураимов Жаныбек Минбаевич,Азаттык,51.0,True
703,Зубкова Татьяна Геннадьевна,Аруузат-Эл Куту,18.0,True
704,Самиева Машхура Шавкатовна,Аруузат-Эл Куту,46.0,True
705,Коптева Светлана Александровна,Аруузат-Эл Куту,53.0,True
706,Мердинова Мунавар Акбаровна,Аруузат-Эл Куту,50.0,True
707,Мамадяров Файзулажан Октамович,Аруузат-Эл Куту,32.0,True
708,Исмаилова Тынчыгүл Абдылдаевна,Күчтүү регион,5.0,True
709,Карипов Алмазбек Токтогулович,Күчтүү регион,10.0,True
710,Алиев Тейитбек Жумакадырович,Күчтүү регион,8.0,True
711,Касымбекова Жанара Байызбековна,Мекенчил Эл,28.0,True
712,Шатских Марина Сергеевна,Азаттык,36.0,True
713,Клюева Сакина Рустам Гызы,Азаттык,44.0,True
714,Акматова Асель Мухтаровна,Багыт,14.0,True
715,Алимбек кызы Барчынай,Азаттык,52.0,False
716,Райымкул уулу Касымбек,Багыт,15.0,True
717,Кенжебаев Сыргак Медеркулович,Азаттык,53.0,True
718,Уметалиев Сахибжан Калжигитович,Багыт,16.0,True
719,Чекирова Гүлүйпа Беккелдиевна,Багыт,18.0,True
720,Ибраимова Эльмира Султановна,Азаттык,54.0,True
721,Смаева Бактыгул Жайлообаевна,Багыт,19.0,True
722,Аманбаева Миргүл Орокбаевна,Багыт,20.0,True
723,Амандыков Амантай Тилекбекович,Багыт,21.0,True
724,Дубанбаева Жылдыз Сартбаевна,Багыт,22.0,True
725,Дабаев Айбек Абылкасымович,Багыт,23.0,True
726,Жолдошев Майсалбек Абдыжапарович,Багыт,24.0,True
727,Жумаева Роза Ражаевна,Багыт,26.0,True
728,Мырзаев Мирлан Жумадилович,Багыт,25.0,True
729,Макеев Антон Павлович,Мекенчил Эл,18.0,True
730,Минбаева Ширинжон Сулайманкуловна,Мекенчил Эл,43.0,True
731,Борубаева Гульхан Бираевна,Жашылдар Партиясы,4.0,True
732,Матниязова Разия Мавляновна,Багыт,27.0,True
733,Соурбаев Эрмек Жусупбекович,Багыт,29.0,True
734,Махмутова Сакура Махмасабыровна,Багыт,30.0,False
735,Жумабек кызы Гүлнура,Багыт,31.0,True
736,Логвиненко Марина Ивановна,Багыт,32.0,False
737,Пазылова Нуржан Шайлообековна,Эл Үмүтү,28.0,True
738,Джоробекова Сабира Закирбаевна,Багыт,38.0,True
739,Аманкулов Рашит Рахимжанович,Эл Үмүтү,29.0,True
740,Сулиев Сахиб Маджлисович,Эл Үмүтү,30.0,True
741,Конурбекова Кундуз Абакировна,Багыт,34.0,True
742,Усен кызы Эльвира,Жашылдар Партиясы,26.0,False
743,Жумашева Элнура Маратовна,Эл Үмүтү,31.0,True
744,Богданов Алексей Анатольевич,Багыт,17.0,True
745,Осмоналиев Руслан Эсенгулович,Эл Үмүтү,32.0,True
746,Исмаилов Азамат Мухтарович,Багыт,35.0,True
747,Матказиев Гапарали Эргешович,Эл Үмүтү,33.0,True
748,Зуева Лора Георгиевна,Эл Үмүтү,34.0,True
749,Магомедов Аслан Магомед-Алиевич,Эл Үмүтү,35.0,False
750,Мусуркулов Чынгыз Чойбекович,Ордо,31.0,False
751,Шатманов Элдияр Бейшенбекович,Эл Үмүтү,36.0,True
752,Исмаилов Икрамжан Исраилович,Багыт,9.0,True
753,Курбанова Бурулкан Сыдыковна,Багыт,40.0,True
754,Абакиров Уланбек Каныбекович,Багыт,41.0,True
755,Окмоткулов Самат Уланович,Эл Үмүтү,38.0,True
756,Орозбаев Мирлан Кубатбекович,Улуу-Журт,1.0,True
757,Кубанычбеков Жоомарт Кубанычбекович,Эл Үмүтү,39.0,True
758,Султанбаев Абдыкадыр Дарданович,Мекенчил Эл,7.0,False
759,Баймуратова Рита Нурболотовна,Багыт,39.0,True
760,Зоткина Полина Алексеевна,Эл Үмүтү,47.0,True
761,Абылкасымова Эльнура Качкынбековна,Эл Үмүтү,37.0,True
762,Жунусов Төрөбек Курманбаевич,Эл Үмүтү,41.0,True
763,Урулдаева Салтанат Айткуловна,Багыт,28.0,True
764,Элебесова Диляра Дердешовна,Жашылдар Партиясы,45.0,True
765,Исмаилова Мээрим Кубатбековна,Багыт,36.0,True
766,Чекирова Жаңыл Кубанычбековна,Жашылдар Партиясы,52.0,True
767,Мамур уулу Алмазбек,Багыт,43.0,True
768,Тотубаева Айнагуль Толомушовна,Багыт,44.0,True
769,Алымбеков Кенешбек Асанкожоевич,Улуу-Журт,2.0,True
770,Кулуев Максат Маратович,Азаттык,47.0,True
771,Токтосунов Шарабидин Бекташевич,Улуу-Журт,3.0,False
772,Алыбаева Анель Кубанычбековна,Жашылдар Партиясы,18.0,True
773,Кадырова Сонунбу Эргешовна,Улуу-Журт,4.0,True
774,Анапияева Мээрим Шаршеналиевна,Жашылдар Партиясы,41.0,True
775,Иминов Махамаджан Саитович,Улуу-Журт,5.0,True
776,Темирбаева Жамила Садировна,Жашылдар Партиясы,35.0,True
777,Турдалиев Искендербек Акпарович,Улуу-Журт,6.0,True
778,Кыдыров Алмазбек Догдурбекович,Улуу-Журт,7.0,True
779,Жороев Рахманберди Абдиллаевич,Улуу-Журт,9.0,True
780,Баргибаева Жипаргул Мухтаровна,Жашылдар Партиясы,5.0,True
781,Айтматова Дилара Камильевна,Улуу-Журт,8.0,True
782,Нишанбай уулу Таалайбек,Эл Үмүтү,42.0,True
783,Доненко Евгения Геннадьевна,Эл Үмүтү,43.0,True
784,Артиков Мухтар Ахмадиллаевич,Эл Үмүтү,44.0,True
785,Кенжебекова Эльмира Кенжебековна,Эл Үмүтү,45.0,True
786,Баяманов Акылбек Мусалиевич,Эл Үмүтү,46.0,True
787,Конушбаев Тагай Акжолтоевич,Эл Үмүтү,48.0,True
788,Ниязов Жанызак Байзакович,Улуу-Журт,10.0,True
789,Иманбек кызы Бактыгүл,Эл Үмүтү,49.0,True
790,Урманбетов Тилек Бекенович,Эл Үмүтү,50.0,True
791,Качаганова Алиман Эмильевна,Эл Үмүтү,51.0,True
792,Эркинбаева Жаңыл Майрамбековна,Улуу-Журт,12.0,True
793,Султаналиев Ажо Султаналиевич,Эл Үмүтү,52.0,True
794,Мелисова Элнура Мелисовна,Эл Үмүтү,53.0,True
795,Тулеев Расул Джумабекович,Улуу-Журт,11.0,True
